destination_id,year,rows
301,2003,0
301,2004,0
301,2005,0
301,2006,3
301,2007,2
301,2008,12557
301,2009,13982
301,2010,13406
301,2011,14224
301,2012,14918
301,2013,14821
301,2014,15420
301,2015,15782
301,2016,16118
301,2017,15893
301,2018,15888
301,2019,15407
301,2020,10501
301,2021,15173
301,2022,15443
301,2023,14782
301,2024,15412
301,2025,15372
301,2026,9028
302,1990,0
302,1991,0
302,1992,0
302,1993,0
302,1994,0
302,1995,0
302,1996,0
302,1997,0
302,1998,2139
302,1999,2531
302,2000,11324
302,2001,10685
302,2002,10958
302,2003,11059
302,2004,11211
302,2005,11223
302,2006,11120
302,2007,13638
302,2008,16712
302,2009,17902
302,2010,17279
302,2011,16913
302,2012,15713
302,2013,17892
302,2014,18037
302,2015,17937
302,2016,17231
302,2017,16998
302,2018,16496
302,2019,16088
302,2020,11807
302,2021,14339
302,2022,15297
302,2023,15065
302,2024,14615
302,2025,14140
302,2026,8140
306,1990,0
306,1991,0
306,1992,0
306,1993,0
306,1994,0
306,1995,0
306,1996,0
306,1997,0
306,1998,0
306,1999,0
306,2000,468
306,2001,6179
306,2002,10065
306,2003,8076
306,2004,11235
306,2005,12279
306,2006,12853
306,2007,11846
306,2008,10788
306,2009,11505
306,2010,10553
306,2011,13983
306,2012,15391
306,2013,15452
306,2014,15459
306,2015,15675
306,2016,15477
306,2017,15796
306,2018,16306
306,2019,15550
306,2020,11522
306,2021,16594
306,2022,15921
306,2023,15808
306,2024,16000
306,2025,15936
306,2026,9280
310,1990,0
310,1991,0
310,1992,0
310,1993,0
310,1994,0
310,1995,0
310,1996,0
310,1997,0
310,1998,2957
310,1999,2990
310,2000,10351
310,2001,10803
310,2002,9917
310,2003,10897
310,2004,11707
310,2005,12071
310,2006,12359
310,2007,12193
310,2008,12005
310,2009,12136
310,2010,12320
310,2011,13206
310,2012,14074
310,2013,14437
310,2014,13461
310,2015,13826
310,2016,15393
310,2017,18425
310,2018,17853
310,2019,18234
310,2020,8965
310,2021,8743
310,2022,9750
310,2023,8391
310,2024,8536
310,2025,9103
310,2026,5955
311,1990,0
311,1991,0
311,1992,0
311,1993,0
311,1994,0
311,1995,0
311,1996,0
311,1997,0
311,1998,1923
311,1999,1877
311,2000,8055
311,2001,9078
311,2002,9986
311,2003,10866
311,2004,11572
311,2005,11424
311,2006,12012
311,2007,11937
311,2008,12095
311,2009,12444
311,2010,11917
311,2011,14127
311,2012,14163
311,2013,14563
311,2014,16281
311,2015,16338
311,2016,15582
311,2017,16242
311,2018,14435
311,2019,14898
311,2020,8831
311,2021,14206
311,2022,17410
311,2023,15089
311,2024,12101
311,2025,9213
311,2026,1922
312,1990,0
312,1991,0
312,1992,0
312,1993,0
312,1994,0
312,1995,0
312,1996,0
312,1997,0
312,1998,1062
312,1999,1192
312,2000,5390
312,2001,5763
312,2002,4975
312,2003,4952
312,2004,5292
312,2005,5507
312,2006,5576
312,2007,5394
312,2008,5966
312,2009,5965
312,2010,7082
312,2011,10160
312,2012,10843
312,2013,10686
312,2014,10566
312,2015,10423
312,2016,9719
312,2017,11846
312,2018,12741
312,2019,14824
312,2020,7630
312,2021,9887
312,2022,11206
312,2023,9275
312,2024,8137
312,2025,7331
312,2026,2934
320,1990,0
320,1991,0
320,1992,0
320,1993,0
320,1994,0
320,1995,0
320,1996,0
320,1997,0
320,1998,2432
320,1999,2280
320,2000,10821
320,2001,10739
320,2002,4526
320,2003,0
320,2004,1
320,2005,2346
320,2006,3347
